url,doc_id,title,customer_role,category,language,document_version,license_or_permission
https://help.shopee.vn/portal/article/77251,k4-returns-policy,Chính sách trả hàng và hoàn tiền Shopee,buyer,returns,vi,2026.1,public-page
https://help.shopee.vn/portal/article/77246,k4-seller-listing,Quy định về đăng bán sản phẩm và hàng cấm,seller,listing,vi,2026.1,public-page
https://help.shopee.vn/portal/article/77250,k4-shipping-policy,Chính sách vận chuyển và giao nhận Shopee,buyer,shipping,vi,2026.1,public-page
https://help.shopee.vn/portal/article/77244,k4-privacy-policy,Chính sách bảo mật thông tin cá nhân,both,privacy,vi,2026.1,public-page
https://help.shopee.vn/portal/article/118121,k4-payment-policy,Điều khoản thanh toán và ví ShopeePay / SPayLater,both,payment,vi,2026.1,public-page
