url,doc_id,title,customer_role,category,language,document_version,license_or_permission
https://help.shopee.vn/portal/4/article/77242-%C4%90i%E1%BB%81u-kho%E1%BA%A3n-Shopee?previousPage=secondary%20category,k4-shopee-terms,Điều khoản Shopee,both,terms,vi,not-stated,public-page
